time,frame_id,marker_id,pos_x,pos_y,pos_z
63.1876,0,8248,-0.007080,0.013084,0.639991
63.1876,0,8251,0.009729,0.002712,-0.002731
63.1984,0,8202,1.389839,0.031709,0.058180
63.1984,0,8248,-0.007096,0.013066,0.639994
63.1984,0,8251,0.009721,0.002706,-0.002731
63.2095,0,8202,1.389825,0.031715,0.058184
63.2095,0,8248,-0.007100,0.013085,0.639992
63.2095,0,8251,0.009711,0.002686,-0.002742
63.2210,0,8202,1.389821,0.031675,0.058158
63.2210,0,8248,-0.007104,0.013065,0.639995
63.2210,0,8251,0.009702,0.002703,-0.002731
63.2316,0,8202,1.389826,0.031698,0.058180
63.2316,0,8248,-0.007108,0.013087,0.639990
63.2316,0,8251,0.009715,0.002703,-0.002732
63.2425,0,8202,1.389831,0.031695,0.058179
63.2425,0,8248,-0.007088,0.013065,0.640001
63.2425,0,8251,0.009716,0.002704,-0.002726
63.2425,0,8296,1.314907,0.044567,0.679630
63.2547,0,8202,1.389826,0.031678,0.058164
63.2547,0,8248,-0.007092,0.013071,0.639992
63.2547,0,8251,0.009720,0.002708,-0.002735
63.2547,0,8296,1.314336,0.042162,0.678771
63.2648,0,8202,1.389821,0.031674,0.058167
63.2648,0,8248,-0.007097,0.013079,0.639991
63.2648,0,8251,0.009720,0.002691,-0.002744
63.2648,0,8296,1.313567,0.040145,0.678180
63.2761,0,8202,1.389821,0.031685,0.058171
63.2761,0,8248,-0.007107,0.013081,0.639989
63.2761,0,8251,0.009712,0.002698,-0.002738
63.2761,0,8296,1.313356,0.039732,0.678039
63.2870,0,8202,1.389805,0.031661,0.058155
63.2870,0,8248,-0.007106,0.013079,0.639992
63.2870,0,8251,0.009705,0.002701,-0.002738
63.2870,0,8296,1.313345,0.039740,0.678030
63.2982,0,8202,1.389796,0.031672,0.058156
63.2982,0,8248,-0.007120,0.013072,0.639995
63.2982,0,8251,0.009697,0.002698,-0.002732
63.2982,0,8296,1.313344,0.039757,0.678034
63.3096,0,8202,1.389808,0.031687,0.058170
63.3096,0,8248,-0.007125,0.013086,0.639985
63.3096,0,8251,0.009694,0.002715,-0.002739
63.3096,0,8296,1.313329,0.039743,0.678041
63.3223,0,8202,1.389797,0.031713,0.058180
63.3223,0,8248,-0.007132,0.013085,0.639987
63.3223,0,8251,0.009684,0.002699,-0.002742
63.3223,0,8294,0.785455,0.326963,0.258248
63.3223,0,8295,0.751313,0.316820,0.271666
63.3223,0,8296,1.313326,0.039748,0.678035
63.3353,0,8202,1.389797,0.031690,0.058177
63.3353,0,8248,-0.007127,0.013085,0.639988
63.3353,0,8251,0.009692,0.002701,-0.002744
63.3353,0,8296,1.313339,0.039754,0.678036
63.3438,0,8202,1.389807,0.031689,0.058178
63.3438,0,8248,-0.007118,0.013070,0.639989
63.3438,0,8251,0.009707,0.002712,-0.002735
63.3438,0,8296,1.313338,0.039754,0.678046
63.3564,0,8202,1.389809,0.031673,0.058163
63.3564,0,8248,-0.007109,0.013069,0.639990
63.3564,0,8251,0.009711,0.002715,-0.002735
