time,frame_id,marker_id,pos_x,pos_y,pos_z
53.7094,0,6650,0.028110,0.016712,-0.009480
53.7094,0,6683,1.396155,-0.005143,0.123092
53.7094,0,6707,0.041487,-0.012333,0.557636
53.7094,0,6767,1.298772,-0.030903,0.743693
53.7206,0,6650,0.028106,0.016713,-0.009480
53.7206,0,6683,1.396164,-0.005111,0.123123
53.7206,0,6707,0.046434,-0.007894,0.561163
53.7206,0,6767,1.298771,-0.030893,0.743700
53.7316,0,6650,0.028109,0.016699,-0.009485
53.7316,0,6683,1.396165,-0.005116,0.123114
53.7316,0,6707,0.046302,-0.008020,0.561102
53.7316,0,6767,1.298776,-0.030894,0.743705
53.7427,0,6650,0.028107,0.016706,-0.009484
53.7427,0,6683,1.396150,-0.005146,0.123095
53.7427,0,6707,0.046488,-0.007889,0.561163
53.7427,0,6767,1.298779,-0.030880,0.743707
53.7538,0,6650,0.028110,0.016717,-0.009481
53.7538,0,6683,1.396167,-0.005113,0.123125
53.7538,0,6707,0.046278,-0.008032,0.561085
53.7538,0,6767,1.298768,-0.030910,0.743708
53.7653,0,6650,0.028108,0.016713,-0.009475
53.7653,0,6683,1.396159,-0.005122,0.123112
53.7653,0,6707,0.046342,-0.008024,0.561098
53.7653,0,6767,1.298781,-0.030874,0.743704
53.7764,0,6650,0.028109,0.016707,-0.009486
53.7764,0,6683,1.396166,-0.005098,0.123115
53.7764,0,6707,0.046474,-0.007905,0.561162
53.7764,0,6767,1.298771,-0.030886,0.743710
53.7869,0,6650,0.028115,0.016691,-0.009489
53.7869,0,6683,1.396165,-0.005122,0.123107
53.7869,0,6707,0.046206,-0.008110,0.561048
53.7869,0,6767,1.298771,-0.030908,0.743701
53.7982,0,6650,0.028109,0.016712,-0.009487
53.7982,0,6683,1.396160,-0.005111,0.123111
53.7982,0,6707,0.045442,-0.008789,0.560599
53.7982,0,6767,1.298766,-0.030906,0.743705
53.8093,0,6650,0.028108,0.016705,-0.009483
53.8093,0,6683,1.396152,-0.005144,0.123089
53.8093,0,6707,0.046384,-0.007977,0.561123
53.8093,0,6767,1.298780,-0.030864,0.743699
53.8205,0,6650,0.028103,0.016720,-0.009475
53.8205,0,6683,1.396157,-0.005124,0.123108
53.8205,0,6707,0.046355,-0.007980,0.561115
53.8205,0,6767,1.298768,-0.030903,0.743710
53.8316,0,6650,0.028106,0.016714,-0.009475
53.8316,0,6683,1.396147,-0.005160,0.123086
53.8316,0,6707,0.046251,-0.008071,0.561081
53.8316,0,6767,1.298768,-0.030905,0.743708
53.8429,0,6650,0.028107,0.016706,-0.009484
53.8429,0,6683,1.396156,-0.005124,0.123105
53.8429,0,6707,0.046412,-0.007951,0.561142
53.8429,0,6767,1.298779,-0.030884,0.743707
53.8540,0,6650,0.028113,0.016720,-0.009484
